DamID,PlacentaID,PhotoID,LZ_void_area_px,LZ_tissue_area_px,LZ_total_area_px,LZ_total_area_mm2,JZ_void_area_px,JZ_tissue_area_px,JZ_total_area_px,JZ_total_area_mm2,fetal_placenta_total_area_mm2,pct_void_LZ,pct_tissue_LZ,pct_void_JZ,pct_tissue_LZ,LZ_perimeter_px,LZ_perimeter_mm,JZ_perimeter_px,JZ_perimenter_mm,LZ_JZ_junction_px,LZ_JZ_junction_mm,,,,,,,,,
112,C,3,396821.125,1869464.375,2266285.5,1.779025052,373870.25,1117642.375,1491512.625,1.170831445,2.949856497,17.50975881,82.49024119,25.06651595,74.93348405,22566.625,39.9880595,26415.5,46.808266,7647.25,13.550927,,,,,,,,,
112,C,4,240525.25,1811962.125,2052487.375,1.611194379,244900,873370,1118270,0.877837477,2.489031856,11.71872007,88.28127993,21.9,78.1,17203.75,30.485045,27556.5,48.830118,6803.5,12.055802,,,,,,,,,
112,E,1,284970,891490,1176460,0.923516394,506540,1148500,1655040,1.29919978,2.222716174,24.223,75.777,30.606,69.394,17108,30.315376,28101.75,49.796301,6370.5,11.288526,,,,,,,,,
112,E,2,454309.375,1345032.75,1799342.125,1.412476371,473420,1187100,1660520,1.303501558,2.715977929,25.24863775,74.75136225,28.511,71.489,21634.25,38.335891,30466,53.985752,8663.75,15.352165,,,,,,,,,
112,E,3,438470,1521200,1959670,1.538333111,470300,1122600,1592900,1.250420128,2.78875324,22.375,77.625,29.525,70.475,23322,41.326584,30415.75,53.896709,7627,13.515044,,,,,,,,,
112,E,4,461130,1455800,1916930,1.504782382,505330,1099700,1605030,1.25994213,2.764724512,24.056,75.944,31.484,68.516,20265,35.90958,36233,64.204876,7731,13.699332,,,,,,,,,
112,F,1,739770,2304200,3043970,2.389504274,503690,1093700,1597390,1.25394476,3.643449035,24.3,75.7,31.53,68.47,38214,67.715208,36952.5,65.47983,7980,14.14056,,,,,,,,,
112,F,2,790000,2690000,3480000,2.73178608,612000,1300000,1912000,1.500912352,4.232698432,22.69,77.31,31.95,68.05,38423,68.085556,33474.75,59.317257,9127.8,16.1744616,,,,,,,,,
112,F,3,915930,2519500,3435430,2.696798808,585230,1128900,1714130,1.345585193,4.042384002,26.662,73.338,34.141,65.859,43596,77.252112,32546,57.671512,9732.9,17.2466988,,,,,,,,,
112,F,4,909540,2463100,3372640,2.647508909,635120,1231900,1867020,1.465603232,4.113112141,26.968,73.032,34.019,65.981,41988,74.402736,33312,59.028864,8170.5,14.478126,,,,,,,,,
112,G,1,407471.625,1662309.875,2069781.5,1.624770198,256768.25,745748.25,1002516.5,0.786971442,2.411741641,19.68669761,80.31330239,25.61237147,74.38762853,16926,29.992872,19989,35.420508,5024.375,8.9031925,,,,,,,,,
112,G,2,414295.125,1746268.375,2160563.5,1.696033705,183268.25,647912.125,831180.375,0.65247327,2.348506975,19.17532741,80.82467259,22.04915509,77.95084491,17497.875,31.0062345,17948,31.803856,5164.5,9.151494,,,,,,,,,
112,G,3,544958.5,1593185.125,2138143.625,1.678434193,184746.875,573772,758518.875,0.595434283,2.273868476,25.48745995,74.51254005,24.35626602,75.64373398,17695.5,31.356426,18166,32.190152,4550.75,8.063929,,,,,,,,,
112,G,4,498260,1649800,2148060,1.686218508,226820,654210,881030,0.691605026,2.377823534,23.195,76.805,25.745,74.255,17222,30.517384,16681.25,29.559175,4740.8,8.4006976,,,,,,,,,
116,A,1,489470,2009700,2499170,1.961838453,236970,727720,964690,0.757277791,2.719116245,19.586,80.414,24.564,75.436,21016,37.240352,23792.25,42.159867,5917.3,10.4854556,,,,,,,,,
116,A,2,482150,1995400,2477550,1.94486684,252590,780450,1033040,0.810932268,2.755799108,19.461,80.539,24.451,75.549,19845,35.16534,21860.75,38.737249,5576.5,9.881558,,,,,,,,,
116,A,3,482460,2087400,2569860,2.017329821,135730,618200,753930,0.591832034,2.609161855,18.774,81.226,18.003,81.997,22712,40.245664,24452.5,43.32983,6102.3,10.8132756,,,,,,,,,
116,A,4,426400,1758400,2184800,1.715059261,229260,749250,978510,0.768126436,2.483185697,19.517,80.483,23.43,76.57,22842,40.476024,23938.75,42.419465,6360.5,11.270806,,,,,,,,,
116,E,1,556700,3039931.875,3596631.875,2.823341635,539330,1342700,1882030,1.477386022,4.300727657,15.4783703,84.5216297,28.657,71.343,23760,42.10272,33236.25,58.894635,7938.3,14.0666676,,,,,,,,,
116,E,2,468312.125,3172050.125,3640362.25,2.857669805,464420,1346600,1811020,1.421643456,4.279313261,12.86443746,87.13556254,25.644,74.356,23992.125,42.5140455,31420.5,55.677126,8181.3,14.4972636,,,,,,,,,
116,E,3,453270.625,3103179,3556449.625,2.79179873,421700,1108400,1530100,1.20112238,3.992921109,12.7450315,87.2549685,27.56,72.44,22159.5,39.266634,30759.25,54.505391,8252.5,14.62343,,,,,,,,,
116,E,4,483136.125,3021500,3504636.125,2.75112534,436870,1204000,1640870,1.288076387,4.039201726,13.78562874,86.21437126,26.623,73.377,25288.875,44.8118865,34975.25,61.976143,10167,18.015924,,,,,,,,,
116,F,1,199480.5,2463881.25,2663361.75,2.09072832,282670,1063400,1346070,1.056659566,3.147387886,7.489801188,92.51019881,21,79,19523.375,34.5954205,29015.75,51.415909,6879.8,12.1910056,,,,,,,,,
116,F,2,229635.375,2330405.625,2560041,2.009621945,313420,1062300,1375720,1.079934697,3.089556642,8.969988176,91.03001182,22.782,77.218,21323.625,37.7854635,33597.5,59.53477,7766.125,13.7615735,,,,,,,,,
116,F,3,373276.125,2419091.5,2792367.625,2.191997416,498150,1138300,1636450,1.284606704,3.47660412,13.36772858,86.63227142,30.44,69.56,21358.375,37.8470405,29591.75,52.436581,7722.3,13.6839156,,,,,,,,,
116,F,4,360350.75,2448508.75,2808859.5,2.204943472,395630,1097200,1492830,1.171865579,3.376809051,12.82907707,87.17092293,26.502,73.498,27044,47.921968,31841.75,56.423581,8573.3,15.1918876,,,,,,,,,
116,G,1,348820,2118400,2467220,1.936757831,403270,1372600,1775870,1.394050847,3.330808678,14.138,85.862,22.709,77.291,21051,37.302372,21900,38.8068,5110,9.05492,,,,,,,,,
116,G,2,244010.125,1829025,2073035.125,1.627324281,415982.125,1637251.5,2053233.625,1.611780183,3.239104464,11.77067007,88.22932993,20.25985353,79.74014647,17754.25,31.460531,25847.5,45.80177,6630,11.74836,,,,,,,,,
116,G,3,130068.125,1256550.5,1386618.625,1.088490074,358185.25,1718994.5,2077179.75,1.630577795,2.719067869,9.380237843,90.61976216,17.24382543,82.75617457,19166,33.962152,20961.25,37.143335,5146,9.118712,,,,,,,,,
116,G,4,366605,1899621.625,2266226.625,1.778978836,439256.875,1778704.125,2217961,1.741090513,3.520069349,16.17689052,83.82310948,19.80453556,80.19546444,28930.25,51.264403,20039,35.509108,5724.75,10.144257,,,,,,,,,
116,H,1,306480,2069400,2375880,1.865056296,452550,1114600,1567150,1.230206481,3.095262778,12.9,87.1,28.878,71.122,20036,35.503792,24215.75,42.910309,6598.1,11.6918332,,,,,,,,,
116,H,2,395090,2175000,2570090,2.01751037,433090,1040500,1473590,1.156762256,3.174272625,15.373,84.627,29.391,70.609,21244,37.644368,25101,44.478972,6583.5,11.665962,,,,,,,,,
116,H,3,390610,2335700,2726310,2.140142445,434410,1118600,1553010,1.219106638,3.359249083,14.327,85.673,27.972,72.028,19426,34.422872,21550,38.1866,5255.3,9.3123916,,,,,,,,,
116,H,4,394450,2263000,2657450,2.08608762,462060,1133300,1595360,1.252351219,3.338438839,14.843,85.157,28.962,71.038,18506,32.792632,20815.5,36.885066,5464,9.682208,,,,,,,,,
116,I,1,245450,1939900,2185350,1.715491009,374330,946850,1321180,1.037121015,2.752612024,11.232,88.768,28.333,71.667,17183,30.448276,25938.25,45.962579,6276.5,11.121958,,,,,,,,,
116,I,2,190340,1720700,1911040,1.500158756,417190,1028600,1445790,1.134939367,2.635098123,9.96,90.04,28.855,71.145,18799,33.311828,31565.5,55.934066,7663.1,13.5790132,,,,,,,,,
116,I,3,213130,1797700,2010830,1.578493507,289970,748910,1038880,0.815516644,2.394010151,10.599,89.401,27.912,72.088,17702,31.367944,29590.75,52.434809,6397.5,11.33637,,,,,,,,,
116,I,4,228570,1814700,2043270,1.603958777,504930,1017200,1522130,1.194865961,2.798824738,11.187,88.813,33.173,66.827,18484,32.753648,28563.75,50.614965,6605.8,11.7054776,,,,,,,,,
121,A,1,398921.25,2255109.375,2654030.625,2.083403425,227340,564740,792080,0.621779632,2.705183056,15.03077042,84.96922958,28.702,71.298,21522.875,38.1385345,32878.75,58.261145,7740.375,13.7159445,,,,,,,,,
121,A,2,337250,1870000,2207250,1.732682421,227340,892090,1119430,0.878748072,2.611430493,15.279,84.721,28.391,71.609,18912,33.512064,28370,50.27164,6631,11.750132,,,,,,,,,
121,A,3,421570,1925900,2347470,1.84275456,502630,944100,1446730,1.135677263,2.978431823,17.959,82.041,34.743,65.257,20406,36.159432,26532.75,47.016033,6697.9,11.8686788,,,,,,,,,
121,A,4,314940,1933600,2248540,1.765094906,389190,1069900,1459090,1.145379814,2.910474719,14.006,85.994,26.673,73.327,27556,48.829232,30267,53.633124,7507.5,13.30329,,,,,,,,,
121,B,1,217000,1875200,2092200,1.642368631,350838.375,1205317.25,1556155.625,1.221575941,2.863944572,10.372,89.628,22.54519852,77.45480148,27361,48.483692,28834.25,51.094291,8670.75,15.364569,,,,,,,,,
121,B,2,286890,1973500,2260390,1.774397108,427842.375,1513637.375,1941479.75,1.524053838,3.298450946,12.692,87.308,22.03692184,77.96307816,28380,50.28936,36084.25,63.941291,9339.875,16.5502585,,,,,,,,,
121,B,3,223632.625,3036097.375,3259730,2.558875011,330770,1477700,1808470,1.419641716,3.978516727,6.86046467,93.13953533,18.29,81.71,21507,38.110404,34566.75,61.252281,8613.9,15.2638308,,,,,,,,,
121,B,4,374381,2180306.5,2554687.5,2.005419469,446524,1563105.75,2009629.75,1.577551315,3.582970784,14.65466911,85.34533089,22.21921725,77.78078275,28905.125,51.2198815,31476.5,55.776358,10074,17.851128,,,,,,,,,
121,C,1,577160,2478500,3055660,2.398680877,615390,1206500,1821890,1.430176362,3.82885724,18.888,81.112,33.777,66.223,27931,49.493732,42921,76.056012,9412,16.678064,,,,,,,,,
121,C,2,430700,2382200,2812900,2.208115248,625870,1364200,1990070,1.56219699,3.770312238,15.311,84.689,31.449,68.551,24479,43.376788,32409.25,57.429191,8412,14.906064,,,,,,,,,
121,C,3,336860,2286400,2623260,2.059248607,535370,1312000,1847370,1.450178061,3.509426667,12.841,87.159,28.979,71.021,27268,48.318896,40574,71.897128,9383.4,16.6273848,,,,,,,,,
121,C,4,293700,2343000,2636700,2.069798953,479490,1457400,1936890,1.520450902,3.590249856,11.139,88.861,24.755,75.245,28202,49.973944,40486,71.741192,10564,18.719408,,,,,,,,,
121,D,1,228800,1849800,2078600,1.631692686,154540,808040,962580,0.75562145,2.387314135,11.007,88.993,16.055,83.945,21358,37.846376,28240.5,50.042166,6586.4,11.6711008,,,,,,,,,
121,D,2,329990,1854400,2184390,1.714737412,150490,766100,916590,0.719519484,2.434256896,15.107,84.893,16.418,83.582,24071,42.653812,26778,47.450616,7650.8,13.5572176,,,,,,,,,
121,D,3,285150,1924700,2209850,1.734723411,200310,892730,1093040,0.858032028,2.592755438,12.903,87.097,18.326,81.674,26373,46.732956,27042.75,47.919753,8799.3,15.5923596,,,,,,,,,
121,D,4,238900,1817400,2056300,1.614187275,189900,971650,1161550,0.911812104,2.525999379,11.618,88.382,16.349,83.651,24489,43.394508,26702,47.315944,8344.3,14.7860996,,,,,,,,,
121,G,1,391440.75,2229678.25,2621119,2.057567931,403140,831790,1234930,0.96941511,3.026983041,14.93410829,85.06589171,32.644,67.356,21898,38.803256,29572,52.401584,7892.8,13.9860416,,,,,,,,,
121,G,2,418595.75,1917112.125,2335707.875,1.833521339,436080,867180,1303260,1.023053887,2.856575226,17.92157977,82.07842023,33.461,66.539,22686.25,40.200035,27629.75,48.959917,6703.5,11.878602,,,,,,,,,
121,G,3,317183.75,1832114.375,2149298.125,1.687190431,307110,868310,1175420,0.922699998,2.609890429,14.75755021,85.24244979,26.128,73.872,19954,35.358488,29916,53.011152,7611.4,13.4874008,,,,,,,,,
121,G,4,311280.75,1824936.375,2136217.125,1.676921898,320200.5,801589.875,1121790.375,0.880600957,2.557522855,14.57158761,85.42841239,28.54370185,71.45629815,18549.25,32.869271,22805,40.41046,7836.25,13.885835,,,,,,,,,
121,H,1,465930,1839200,2305130,1.809517829,252690,667040,919730,0.721984371,2.531502201,20.213,79.787,27.474,72.526,23493,41.629596,24271.5,43.009098,5707.8,10.1142216,,,,,,,,,
121,H,2,340350,1577800,1918150,1.505740077,243434.625,614103,857537.625,0.673163605,2.178903683,17.743,82.257,28.38763197,71.61236803,22695,40.21554,26579,47.097988,5333.625,9.4511835,,,,,,,,,
121,H,3,459230,1871900,2331130,1.829927725,216770,620810,837580,0.65749695,2.487424675,19.7,80.3,25.88,74.12,20709,36.696348,27629.5,48.959474,5528.9,9.7972108,,,,,,,,,
121,H,4,356531.75,2045624.625,2402156.375,1.885683146,172480,622010,794490,0.623671472,2.509354618,14.84215406,85.15784594,21.709,78.291,18712,33.157664,22001.75,38.987101,5332.8,9.4497216,,,,,,,,,
122,A,1,268662.875,2265586.625,2534249.5,1.989375721,225525,855526.125,1081051.125,0.848620809,2.837996529,10.60127959,89.39872041,20.86164056,79.13835944,19328.25,34.249659,22928.25,40.628859,5807.125,10.2902255,,,,,,,,,
122,A,2,277803.25,2229196.375,2506999.625,1.967984678,249625.5,892248.375,1141873.875,0.896366424,2.864351102,11.08110457,88.91889543,21.8610396,78.1389604,20733.5,36.739762,26468,46.901296,6507,11.530404,,,,,,,,,
122,A,3,318557.5,2132816.5,2451374,1.924318785,307680,873150,1180830,0.926946827,2.851265611,12.9950591,87.0049409,26.056,73.944,20466.125,36.2659735,24142.25,42.780067,6060.75,10.739649,,,,,,,,,
122,A,4,282580,2183008.625,2465588.625,1.935477208,318170,973900,1292070,1.014269782,2.94974699,11.46095489,88.53904511,24.625,75.375,16932.875,30.0050545,26192.25,46.412667,6161,10.917292,,,,,,,,,
122,C,1,338578.5,1931853.5,2270432,1.782280038,482444.875,1054608.5,1537053.375,1.206580751,2.988860789,14.91251445,85.08748555,31.38764618,68.61235382,21005.125,37.2210815,29593,52.438796,6290.375,11.1465445,,,,,,,,,
122,C,2,333610.125,1792937,2126547.125,1.669330987,528158.5,1094785.375,1622943.875,1.27400445,2.943335437,15.6878783,84.3121217,32.54323875,67.45676125,23112.625,40.9555715,28486,50.477192,6580.5,11.660646,,,,,,,,,
122,C,3,335819.625,1866040.375,2201860,1.728451293,636781.875,1295927.25,1932709.125,1.517168932,3.245620225,15.25163385,84.74836615,32.94763122,67.05236878,19508.375,34.5688405,27404.5,48.560774,6212.25,11.008107,,,,,,,,,
122,C,4,316450,1904100,2220550,1.743122868,650185.125,1463735.75,2113920.875,1.659419431,3.402542299,14.251,85.749,30.75730661,69.24269339,17737,31.429964,23409.5,41.481634,6579.125,11.6582095,,,,,,,,,
122,D,1,213231.375,1629536.375,1842767.75,1.446565313,373745,1135371.875,1509116.875,1.18465071,2.631216023,11.57125606,88.42874394,24.76580881,75.23419119,20910.875,37.0540705,26379.25,46.744031,6222.75,11.026713,,,,,,,,,
122,D,2,180228.5,1721973.5,1902202,1.493220961,380744.25,1414295,1795039.25,1.409098631,2.902319592,9.474729813,90.52527019,21.21091503,78.78908497,30583.875,54.1946265,26528.25,47.008059,6594.125,11.6847895,,,,,,,,,
122,D,3,129105.75,1748952.5,1878058.25,1.474268214,340148.125,1630656.5,1970804.625,1.547073747,3.021341961,6.874427351,93.12557265,17.25935289,82.74064711,21331.375,37.7991965,41407.25,73.373647,8884.625,15.7435555,,,,,,,,,
122,D,4,355503.125,2310771.375,2666274.5,2.093014817,397370.25,1060656.125,1458026.375,1.144544872,3.23755969,13.33332802,86.66667198,27.25398229,72.74601771,37031.625,65.6200395,29936.25,53.047035,6674.75,11.827657,,,,,,,,,
122,E,1,193323.125,1695274.625,1888597.75,1.482541679,459210.625,1210886.375,1670097,1.311019465,2.793561144,10.23633143,89.76366857,27.49604514,72.50395486,21322,37.782584,34922.25,61.882227,7298.5,12.932942,,,,,,,,,
122,E,2,342723.125,2277779.625,2620502.75,2.057084177,457290,1149600,1606890,1.261402222,3.318486399,13.07852568,86.92147432,28.458,71.542,18947.25,33.574527,31378.75,55.603145,7580.8,13.4331776,,,,,,,,,
122,E,3,310168.5,2204010.875,2514179.375,1.973620753,445300,1219500,1664800,1.306861341,3.280482093,12.33676893,87.66323107,26.748,73.252,21086.375,37.3650565,30806.5,54.589118,7301.125,12.9375935,,,,,,,,,
122,E,4,420160.375,2303617.125,2723777.5,2.138154442,341660,838530,1180190,0.926444429,3.064598872,15.42564967,84.57435033,28.95,71.05,20463.375,36.2611005,29884.75,52.955777,6589,11.675708,,,,,,,,,
122,G,1,214649.625,2302715.375,2517365,1.976121456,359160,984080,1343240,1.054438027,3.030559483,8.526758138,91.47324186,26.739,73.261,21345.5,37.824226,38324.5,67.911014,10902,19.318344,,,,,,,,,
122,G,2,308146.25,2174169.125,2482315.375,1.94860764,496820,1132600,1629420,1.279088182,3.227695822,12.41366239,87.58633761,30.491,69.509,21876,38.764272,34621,61.348412,8762.25,15.526707,,,,,,,,,
122,G,3,316411.25,2065256.625,2381667.875,1.869599755,335200,986200,1321400,1.037293714,2.90689347,13.28528017,86.71471983,25.367,74.633,22532.375,39.9273685,32827.25,58.169887,7904.625,14.0069955,,,,,,,,,
122,G,4,329115.625,2044123.125,2373238.75,1.862982926,600300,1322300,1922600,1.50923331,3.372216235,13.86778406,86.13221594,31.224,68.776,21139.5,37.459194,30626.75,54.270601,7656.125,13.5666535,,,,,,,,,
122,H,1,311030,2135000,2446030,1.920123766,517870,1147300,1665170,1.307151789,3.227275555,12.716,87.284,31.1,68.9,18954,33.586488,32321.5,57.273698,7344.3,13.0140996,,,,,,,,,
122,H,2,361396.375,2003751,2365147.375,1.856631229,578180,1244100,1822280,1.430482511,3.28711374,15.28007848,84.71992152,31.729,68.271,21815.25,38.656623,36602.25,64.859187,8487.375,15.0396285,,,,,,,,,
122,H,3,390500,2201800,2592300,2.034945131,423290,1010000,1433290,1.125126917,3.160072048,15.064,84.936,29.534,70.466,23862,42.283464,34915.25,61.869823,7738.5,13.712622,,,,,,,,,
122,H,4,381000,2119800,2500800,1.963117997,454620,1213800,1668420,1.309703026,3.272821023,15.235,84.765,27.248,72.752,23246,41.191912,43488,77.060736,6951,12.317172,,,,,,,,,
123,B,1,393848.25,1954430.375,2348278.625,1.843389328,394455.75,1075412.125,1469867.875,1.153840402,2.99722973,16.77178533,83.22821467,26.83613655,73.16386345,28839.5,51.103594,33061,58.584092,7597.5,13.46277,,,,,,,,,
123,B,2,323941,1842127.625,2166068.625,1.700355206,278224.125,1032462.5,1310686.625,1.028883758,2.729238964,14.95525101,85.04474899,21.22735669,78.77264331,22398.75,39.690585,27922.25,49.478227,7260,12.86472,,,,,,,,,
123,B,3,303942.875,1776803.125,2080746,1.633377287,297075.625,1034417.75,1331493.375,1.045216973,2.67859426,14.60739922,85.39260078,22.31146099,77.68853901,28675.625,50.8132075,28283,50.117476,8070.125,14.3002615,,,,,,,,,
123,B,4,330223,1842421.625,2172644.625,1.70551734,386187.25,1187928.625,1574115.875,1.235674665,2.941192005,15.19912627,84.80087373,24.53359731,75.46640269,28294.75,50.138297,32375.25,57.368943,7750.25,13.733443,,,,,,,,,
123,C,1,216314.625,2017832.875,2234147.5,1.753796851,421800,1050600,1472400,1.15582811,2.909624961,9.68219981,90.31780019,28.648,71.352,18660,33.06552,26519.5,46.992554,6473.75,11.471485,,,,,,,,,
123,C,2,238044.25,2014109.25,2252153.5,1.767931489,460560,1320400,1780960,1.398046476,3.165977965,10.56962814,89.43037186,25.86,74.14,16064.75,28.466737,36297.75,64.319613,7251.9,12.8503668,,,,,,,,,
123,C,3,192256.5,1659058.125,1851314.625,1.453274575,300530,781530,1082060,0.849412772,2.302687347,10.38486367,89.61513633,27.774,72.226,17321.5,30.693698,24760.25,43.875163,5934.4,10.5157568,,,,,,,,,
123,C,4,143271.125,1662253.125,1805524.25,1.417329314,254630,803790,1058420,0.830855466,2.24818478,7.935153737,92.06484626,24.058,75.942,16866.125,29.8867735,23867.25,42.292767,5980.5,10.597446,,,,,,,,,
123,D,1,281914.125,2460050.625,2741964.75,2.152431361,348483.75,919672,1268155.75,0.995497191,3.147928552,10.28146423,89.71853577,27.47957023,72.52042977,20482.75,36.295433,32728.25,57.994459,7752.25,13.736987,,,,,,,,,
123,D,2,181045.25,2579348,2760393.25,2.16689766,272422.625,1085578.75,1358001.375,1.066025647,3.232923307,6.558676015,93.44132399,20.0605559,79.9394441,20096.375,35.6107765,38506,68.232632,8763.875,15.5295865,,,,,,,,,
123,D,3,240367.625,2059905.625,2300273.25,1.8057053,476892,1075131.375,1552023.375,1.218332141,3.024037441,10.44952486,89.55047514,30.72711453,69.27288547,27653.625,49.0022235,30100.75,53.338529,7866.5,13.939438,,,,,,,,,
123,D,4,279699.125,2180424.25,2460123.375,1.931187009,348557.375,1020331.375,1368888.75,1.074572193,3.005759202,11.36931293,88.63068707,25.46279784,74.53720216,22290.875,39.4994305,36711.25,65.052335,8524.5,15.105414,,,,,,,,,
123,G,1,543950.75,3101327.25,3645278,2.861528649,206758.875,782219.375,988978.25,0.77634397,3.637872619,14.92206493,85.07793507,20.90631164,79.09368836,26371.75,46.730741,31995.5,56.696026,7223,12.799156,,,,,,,,,
123,G,2,590960.5,3056002.125,3646962.625,2.862851073,288180.875,979945.25,1268126.125,0.995473936,3.858325008,16.20418306,83.79581694,22.72493795,77.27506205,23889.25,42.331751,37569,66.572268,7507.875,13.3039545,,,,,,,,,
123,G,3,245888.875,2475724.75,2721613.625,2.136455809,440950,1477200,1918150,1.505740077,3.642195887,9.0346724,90.9653276,22.989,77.011,19702.25,34.912387,34089.25,60.406151,7727.8,13.6936616,,,,,,,,,
123,G,4,363285.375,2737732.25,3101017.625,2.434286432,294870,1014800,1309670,1.028085711,3.462372143,11.71503741,88.28496259,22.514,77.486,23756.25,42.096075,35364.5,62.665894,9224,16.344928,,,,,,,,,
126,A,1,147290,1161200,1308490,1.027159416,414861.125,799673.5,1214534.625,0.953404822,1.980564239,11.256,88.744,34.15803193,65.84196807,17757,31.465404,27336.5,48.440278,6119.375,10.8435325,,,,,,,,,
126,A,2,274373.5,1789700.625,2064074.125,1.620289932,309559,890268.75,1199827.75,0.941859984,2.562149916,13.29281234,86.70718766,25.80028675,74.19971325,20456.875,36.2495825,32709.25,57.960791,6899.75,12.226357,,,,,,,,,
126,A,3,229018.875,1585945.25,1814964.125,1.424739578,317646,824741,1142387,0.896769225,2.321508804,12.61836925,87.38163075,27.80546347,72.19453653,18765.5,33.252466,28966.75,51.329081,6463.75,11.453765,,,,,,,,,
126,A,4,244792.375,1736036.375,1980828.75,1.554942645,254347.25,675840.625,930187.875,0.730193761,2.285136407,12.35807866,87.64192134,27.34364281,72.65635719,20768.625,36.8020035,32126.25,56.927715,7281.5,12.902818,,,,,,,,,
126,D,1,379042.875,1802228.125,2181271,1.71228901,275350,754260,1029610,0.808239732,2.520528741,17.37715648,82.62284352,26.743,73.257,19563.375,34.6663005,29321,51.956812,6572.3,11.6461156,,,,,,,,,
126,D,2,211990,1719099,1931089,1.515897141,363200,1127300,1490500,1.170036538,2.685933679,10.97774365,89.02225635,24.368,75.632,16714.25,29.617651,32507.5,57.60329,6858.5,12.153262,,,,,,,,,
126,D,3,597100,2011000,2608100,2.047348068,288830,509270,798100,0.626505308,2.673853375,22.894,77.106,36.19,63.81,32596,57.760112,25618.5,45.395982,5281.5,9.358818,,,,,,,,,
126,D,4,741460,1816100,2557560,2.00767437,279060,558370,837430,0.6573792,2.66505357,28.991,71.009,33.324,66.676,34318,60.811496,29354.75,52.016617,5598.5,9.920542,,,,,,,,,
126,E,1,364380,1853000,2217380,1.74063443,390430,801870,1192300,0.935950731,2.676585161,16.433,83.567,32.746,67.254,21435,37.98282,25687.75,45.518693,6239.5,11.056394,,,,,,,,,
126,E,2,386298.875,1761596.375,2147895.25,1.68608918,407786.25,782522.25,1190308.5,0.934387411,2.620476591,17.98499601,82.01500399,34.2588707,65.7411293,20983.875,37.1834265,31629,56.046588,6587,11.672164,,,,,,,,,
126,E,3,356091,1818358.75,2174449.75,1.706934356,402239.25,799561.375,1201800.625,0.943408683,2.650343039,16.37614298,83.62385702,33.46971549,66.53028451,22333.625,39.5751835,31221.75,55.324941,6604.75,11.703617,,,,,,,,,
126,E,4,371716.125,1748472.375,2120188.5,1.664339492,369498.25,731254.25,1100752.5,0.864086309,2.528425801,17.5322206,82.4677794,33.56778658,66.43221342,23927.875,42.4001945,29799,52.803828,6960,12.33312,,,,,,,,,
